---,Name,MaleRaceTemplate,FemaleRaceTemplate,EquipmentTemplates,ProfessionTemplate,StatTemplate,StatModifierTemplate,ComboPresets,NPCClass,BehaviorTree,AIController,NPCBehaviorParameters,LootTable,DistanceThresholdRangedWeapon,DistanceThresholdMeleeWeapon,BlockActionMinDuration,BlockOnAttackedMinDuration,BlockMaxDuration,BlockChance,BlockChanceWhenAttacked
Exile_Armorer_4_Cimmerian,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Armorer_4_Cimmerian_Name"", ""Zavek"")","(RaceTemplate=""Zavek"",Weight=100.000000)","(RaceTemplate=""Zavek"",Weight=0.000000)","(""Generic_Armor_Armorer"",""Generic_Weapon_Armorer"")","Armorer_4_Cimmerian","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T4.P_M_Exiles_T4',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Armorer_4_Darfari,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Armorer_4_Darfari_Name"", ""Grrr Legbiter"")","(RaceTemplate=""GrrrLegbiter"",Weight=100.000000)","(RaceTemplate=""GrrrLegbiter"",Weight=0.000000)","(""Generic_Armor_Armorer"",""Generic_Weapon_Armorer"")","Armorer_4_Darfari","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T4.P_M_Exiles_T4',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Armorer_4_Hyborian,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Armorer_4_Hyborian_Name"", ""Chelkus the Smith"")","(RaceTemplate=""ChelkustheSmith"",Weight=100.000000)","(RaceTemplate=""ChelkustheSmith"",Weight=0.000000)","(""Generic_Armor_Armorer"",""Generic_Weapon_Armorer"")","Armorer_4_Hyborian","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T4.P_M_Exiles_T4',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Armorer_4_Hyrkanian,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Armorer_4_Hyrkanian_Name"", ""Orqina Steeltongue"")","(RaceTemplate=""OrqinaSteeltongue"",Weight=0.000000)","(RaceTemplate=""OrqinaSteeltongue"",Weight=100.000000)","(""Generic_Armor_Armorer"",""Generic_Weapon_Armorer"")","Armorer_4_Hyrkanian","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T4.P_M_Exiles_T4',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Armorer_4_Kambujan,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Armorer_4_Kambujan_Name"", ""Oisun the smith"")","(RaceTemplate=""Oisunthesmith"",Weight=0.000000)","(RaceTemplate=""Oisunthesmith"",Weight=100.000000)","(""Generic_Armor_Armorer"",""Generic_Weapon_Armorer"")","Armorer_4_Kambujan","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T4.P_M_Exiles_T4',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Armorer_4_Shemite,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Armorer_4_Shemite_Name"", ""Ternis Burnbritches"")","(RaceTemplate=""TernisBurnbritches"",Weight=100.000000)","(RaceTemplate=""TernisBurnbritches"",Weight=0.000000)","(""Generic_Armor_Armorer"",""Generic_Weapon_Armorer"")","Armorer_4_Shemite","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T4.P_M_Exiles_T4',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Armorer_4_Zamorian,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Armorer_4_Zamorian_Name"", ""Enis Ironwrought"")","(RaceTemplate=""EnisIronwrought"",Weight=0.000000)","(RaceTemplate=""EnisIronwrought"",Weight=100.000000)","(""Generic_Armor_Armorer"",""Generic_Weapon_Armorer"")","Armorer_4_Zamorian","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T4.P_M_Exiles_T4',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Blacksmith_1_Cimmerian,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Blacksmith_1_Cimmerian_Name"", ""Cimmerian Blacksmith I"")","(RaceTemplate=""Race_CimmerianMale"",Weight=75.000000)","(RaceTemplate=""Race_CimmerianFemale"",Weight=25.000000)","(""Generic_Armor_Blacksmith"",""Generic_Weapon_Blacksmith"")","Blacksmith_1","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T1.P_M_Exiles_T1',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Blacksmith_1_Hyborian,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Blacksmith_1_Hyborian_Name"", ""Hyborian Blacksmith I"")","(RaceTemplate=""Race_HyborianMale"",Weight=75.000000)","(RaceTemplate=""Race_HyborianFemale"",Weight=25.000000)","(""Generic_Armor_Blacksmith"",""Generic_Weapon_Blacksmith"")","Blacksmith_1","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T1.P_M_Exiles_T1',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Blacksmith_1_Hyrkanian,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Blacksmith_1_Hyrkanian_Name"", ""Hyrkanian Blacksmith I"")","(RaceTemplate=""Race_HyrkanianMale"",Weight=75.000000)","(RaceTemplate=""Race_HyrkanianFemale"",Weight=25.000000)","(""Generic_Armor_Blacksmith"",""Generic_Weapon_Blacksmith"")","Blacksmith_1","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T1.P_M_Exiles_T1',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Blacksmith_1_Kushite,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Blacksmith_1_Kushite_Name"", ""Kushite Blacksmith I"")","(RaceTemplate=""Race_KushiteMale"",Weight=75.000000)","(RaceTemplate=""Race_KushiteFemale"",Weight=25.000000)","(""Generic_Armor_Blacksmith"",""Generic_Weapon_Blacksmith"")","Blacksmith_1","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T1.P_M_Exiles_T1',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Blacksmith_1_Nordheimer,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Blacksmith_1_Nordheimer_Name"", ""Nordheimer Blacksmith I"")","(RaceTemplate=""Race_NordheimerMale"",Weight=75.000000)","(RaceTemplate=""Race_NordheimerFemale"",Weight=25.000000)","(""Generic_Armor_Blacksmith"",""Generic_Weapon_Blacksmith"")","Blacksmith_1","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T1.P_M_Exiles_T1',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Blacksmith_1_Shemite,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Blacksmith_1_Shemite_Name"", ""Shemite Blacksmith I"")","(RaceTemplate=""Race_ShemiteMale"",Weight=75.000000)","(RaceTemplate=""Race_ShemiteFemale"",Weight=25.000000)","(""Generic_Armor_Blacksmith"",""Generic_Weapon_Blacksmith"")","Blacksmith_1","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T1.P_M_Exiles_T1',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Blacksmith_1_Stygian,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Blacksmith_1_Stygian_Name"", ""Stygian Blacksmith I"")","(RaceTemplate=""Race_StygianMale"",Weight=75.000000)","(RaceTemplate=""Race_StygianFemale"",Weight=25.000000)","(""Generic_Armor_Blacksmith"",""Generic_Weapon_Blacksmith"")","Blacksmith_1","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T1.P_M_Exiles_T1',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Blacksmith_1_Zamorian,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Blacksmith_1_Zamorian_Name"", ""Zamorian Blacksmith I"")","(RaceTemplate=""Race_ZamorianMale"",Weight=75.000000)","(RaceTemplate=""Race_ZamorianFemale"",Weight=25.000000)","(""Generic_Armor_Blacksmith"",""Generic_Weapon_Blacksmith"")","Blacksmith_1","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T1.P_M_Exiles_T1',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Blacksmith_1_Zingarian,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Blacksmith_1_Zingarian_Name"", ""Zingaran Blacksmith I"")","(RaceTemplate=""Race_ZingarianMale"",Weight=75.000000)","(RaceTemplate=""Race_ZingarianFemale"",Weight=25.000000)","(""Generic_Armor_Blacksmith"",""Generic_Weapon_Blacksmith"")","Blacksmith_1","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T1.P_M_Exiles_T1',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Blacksmith_2_Cimmerian,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Blacksmith_2_Cimmerian_Name"", ""Cimmerian Blacksmith II"")","(RaceTemplate=""Race_CimmerianMale"",Weight=75.000000)","(RaceTemplate=""Race_CimmerianFemale"",Weight=25.000000)","(""Generic_Armor_Blacksmith"",""Generic_Weapon_Blacksmith"")","Blacksmith_2","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T2.P_M_Exiles_T2',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Blacksmith_2_Hyborian,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Blacksmith_2_Hyborian_Name"", ""Hyborian Blacksmith II"")","(RaceTemplate=""Race_HyborianMale"",Weight=75.000000)","(RaceTemplate=""Race_HyborianFemale"",Weight=25.000000)","(""Generic_Armor_Blacksmith"",""Generic_Weapon_Blacksmith"")","Blacksmith_2","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T2.P_M_Exiles_T2',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Blacksmith_2_Hyrkanian,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Blacksmith_2_Hyrkanian_Name"", ""Hyrkanian Blacksmith II"")","(RaceTemplate=""Race_HyrkanianMale"",Weight=75.000000)","(RaceTemplate=""Race_HyrkanianFemale"",Weight=25.000000)","(""Generic_Armor_Blacksmith"",""Generic_Weapon_Blacksmith"")","Blacksmith_2","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T2.P_M_Exiles_T2',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Blacksmith_2_Nordheimer,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Blacksmith_2_Nordheimer_Name"", ""Nordheimer Blacksmith II"")","(RaceTemplate=""Race_NordheimerMale"",Weight=75.000000)","(RaceTemplate=""Race_NordheimerFemale"",Weight=25.000000)","(""Generic_Armor_Blacksmith"",""Generic_Weapon_Blacksmith"")","Blacksmith_2","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T2.P_M_Exiles_T2',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Blacksmith_2_Shemite,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Blacksmith_2_Shemite_Name"", ""Shemite Blacksmith II"")","(RaceTemplate=""Race_ShemiteMale"",Weight=75.000000)","(RaceTemplate=""Race_ShemiteFemale"",Weight=25.000000)","(""Generic_Armor_Blacksmith"",""Generic_Weapon_Blacksmith"")","Blacksmith_2","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T2.P_M_Exiles_T2',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Blacksmith_2_Stygian,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Blacksmith_2_Stygian_Name"", ""Stygian Blacksmith II"")","(RaceTemplate=""Race_StygianMale"",Weight=75.000000)","(RaceTemplate=""Race_StygianFemale"",Weight=25.000000)","(""Generic_Armor_Blacksmith"",""Generic_Weapon_Blacksmith"")","Blacksmith_2_Stygian","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T2.P_M_Exiles_T2',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Blacksmith_2_Zamorian,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Blacksmith_2_Zamorian_Name"", ""Zamorian Blacksmith II"")","(RaceTemplate=""Race_ZamorianMale"",Weight=75.000000)","(RaceTemplate=""Race_ZamorianFemale"",Weight=25.000000)","(""Generic_Armor_Blacksmith"",""Generic_Weapon_Blacksmith"")","Blacksmith_2","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T2.P_M_Exiles_T2',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Blacksmith_2_Zingarian,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Blacksmith_2_Zingarian_Name"", ""Zingaran Blacksmith II"")","(RaceTemplate=""Race_ZingarianMale"",Weight=75.000000)","(RaceTemplate=""Race_ZingarianFemale"",Weight=25.000000)","(""Generic_Armor_Blacksmith"",""Generic_Weapon_Blacksmith"")","Blacksmith_2","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T2.P_M_Exiles_T2',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Blacksmith_3_Cimmerian,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Blacksmith_3_Cimmerian_Name"", ""Cimmerian Blacksmith III"")","(RaceTemplate=""Race_CimmerianMale"",Weight=75.000000)","(RaceTemplate=""Race_CimmerianFemale"",Weight=25.000000)","(""Generic_Armor_Blacksmith"",""Generic_Weapon_Blacksmith"")","Blacksmith_3_Cimmerian","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T3.P_M_Exiles_T3',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Blacksmith_3_Hyborian,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Blacksmith_3_Hyborian_Name"", ""Hyborian Blacksmith III"")","(RaceTemplate=""Race_HyborianMale"",Weight=75.000000)","(RaceTemplate=""Race_HyborianFemale"",Weight=25.000000)","(""Generic_Armor_Blacksmith"",""Generic_Weapon_Blacksmith"")","Blacksmith_3_Hyborian","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T3.P_M_Exiles_T3',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Blacksmith_3_Nordheimer,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Blacksmith_3_Nordheimer_Name"", ""Nordheimer Blacksmith III"")","(RaceTemplate=""Race_NordheimerMale"",Weight=75.000000)","(RaceTemplate=""Race_NordheimerFemale"",Weight=25.000000)","(""Generic_Armor_Blacksmith"",""Generic_Weapon_Blacksmith"")","Blacksmith_3_Nordheimer","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T3.P_M_Exiles_T3',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
